,Name,Domestic Total Gross,Distributor,MPAA Rating,Runtime,Production Budget,Release Month,Release Year,Actor Trendy Score,Director Trendy Score,Producer Trendy Score,Genre Trendy Score
254,The Rock,134.069511,Buena Vista,R,136,75.0,June,1996,116.29418749999999,65.807024,65.807024,0.0
255,The Nutty Professor (1996),128.814019,Universal,PG-13,103,54.0,June,1996,56.33367799999999,72.217396,58.20600820000001,0.0
256,Scream,103.046663,Dimension Films,R,110,14.0,December,1996,80.038084,24.204154,0.0,0.0
257,Eraser,101.295562,Warner Bros.,R,115,100.0,June,1996,108.12633883333335,0.0,292.91459833333334,0.0
258,The Hunchback of Notre Dame,100.138851,Buena Vista,G,91,100.0,June,1996,0.0,0.0,229.35946199999998,0.0
259,The English Patient,78.676425,Miramax,R,162,27.0,November,1996,102.0288775,0.0,0.0,0.0
260,Beavis and Butt-Head Do America,63.118386,Paramount,PG-13,80,12.0,December,1996,0.0,0.0,0.0,0.0
261,Jingle All the Way,60.592389000000004,Fox,PG,88,60.0,November,1996,108.12633883333335,0.0,10.7156655,0.0
262,The Cable Guy,60.240294999999996,Sony / Columbia,PG-13,96,47.0,June,1996,438.69621399999994,0.0,0.0,0.0
263,Jack,58.620973,Buena Vista,PG-13,113,45.0,August,1996,150.08271150000002,0.0,0.0,0.0
264,Evita,50.047179,Buena Vista,PG,130,55.0,December,1996,111.64035274999999,0.0,0.0,0.0
265,Happy Gilmore,38.824099,Universal,PG-13,92,12.0,February,1996,25.588734,0.0,25.588734,0.0
266,Set It Off,36.461139,New Line,R,123,9.0,November,1996,0.0,0.0,0.0,0.0
267,Matilda,33.459416,Sony / Columbia,PG,95,36.0,August,1996,99.79752649999999,0.0,215.857524,0.0
268,The Long Kiss Goodnight,33.447612,New Line,R,123,65.0,October,1996,80.14131433333334,70.53582666666667,376.16593975,0.0
269,Rumble in the Bronx,32.392047,New Line,R,91,7.5,February,1996,0.0,0.0,0.0,0.0
270,The Island of Dr. Moreau,27.663982,New Line,PG-13,96,40.0,August,1996,199.231873,0.0,0.0,0.0
271,Spy Hard,26.960191,Buena Vista,PG-13,85,18.0,May,1996,69.0315045,0.0,0.0,0.0
272,Harriet the Spy,26.570048,Paramount,PG,96,12.0,July,1996,0.0,0.0,0.0,0.0
273,From Dusk Till Dawn,25.836616,Miramax,R,100,19.0,January,1996,0.0,0.0,155.95745900000003,0.0
274,Fargo,24.611975,Gramercy,R,95,7.0,March,1996,0.0,2.816518,8.449554,0.0
275,A Very Brady Sequel,21.440752,Paramount,PG-13,89,12.0,August,1996,0.0,0.0,0.0,0.0
276,Last Man Standing,18.115927,New Line,R,101,67.0,September,1996,156.54678372222222,10.414801,164.58303925,0.0
277,Michael Collins,11.092559,Warner Bros.,R,133,25.0,October,1996,394.77970799999997,57.909978,0.0,0.0
278,Hamlet (1996),4.708156,Sony / Columbia,PG-13,242,18.0,December,1996,146.040087,18.238910999999998,0.0,0.0
279,Surviving Picasso,2.021348,Warner Bros.,R,125,16.0,September,1996,84.98579699999999,0.0,0.0,0.0
280,Bottle Rocket,0.5600689999999999,Sony / Columbia,R,92,7.0,February,1996,0.0,0.0,0.0,0.0
281,Titanic,600.788188,Paramount,PG-13,194,200.0,December,1997,272.248964,175.562878,103.738726,0.0
282,Men in Black,250.690539,Sony / Columbia,PG-13,97,90.0,July,1997,266.04775500000005,62.324348,138.49140916666667,0.0
283,The Lost World: Jurassic Park,229.086679,Universal,PG-13,129,73.0,May,1997,346.8179458333334,192.49008600000002,472.78255555555563,0.0
284,Air Force One,172.956409,Sony / Columbia,R,124,85.0,July,1997,163.73367916666666,102.314823,0.0,0.0
285,As Good as It Gets,148.478011,Sony / Columbia,PG-13,139,50.0,December,1997,608.8984545,10.424645,255.66259849999997,0.0
286,My Best Friend's Wedding,127.120029,Sony / Columbia,PG-13,105,38.0,June,1997,197.38752566666668,15.119639000000001,69.0315045,0.0
287,Face/Off,112.276146,Paramount,R,138,80.0,June,1997,126.77388633333334,0.0,0.0,0.0
288,Batman and Robin,107.325195,Warner Bros.,PG-13,125,125.0,June,1997,417.762066,184.031112,0.0,0.0
289,George of the Jungle,105.26325700000001,Buena Vista,PG,92,55.0,July,1997,39.178111,0.0,50.752337,0.0
290,Scream 2,101.363301,Dimension Films,R,120,24.0,December,1997,273.31627149999997,63.6254085,103.046663,0.0
291,Con Air,101.117573,Buena Vista,R,115,75.0,June,1997,109.78558233333334,0.0,99.9382675,0.0
292,Contact,100.92032900000001,Warner Bros.,PG,150,90.0,July,1997,130.742922,148.57368350000002,126.680884,0.0
293,Hercules,99.112101,Buena Vista,G,92,85.0,June,1997,0.0,0.0,0.0,0.0
294,Dante's Peak,67.12776,Universal,PG-13,109,116.0,February,1997,193.8683271666667,0.0,204.843345,0.0
295,In & Out,63.856929,Paramount,PG-13,92,35.0,September,1997,0.0,0.0,64.51857566666666,0.0
296,Mouse Hunt,61.917389,DreamWorks,PG,97,38.0,December,1997,76.38180999999999,0.0,0.0,0.0
297,Kiss the Girls,60.527873,Paramount,R,117,27.0,October,1997,253.58157716666668,0.0,0.0,0.0
298,The Jackal,54.93028,Universal,R,125,60.0,November,1997,43.02150975,0.0,121.248145,0.0
299,Spawn,54.870175,New Line,PG-13,93,40.0,August,1997,28.9318935,0.0,0.0,0.0
300,Starship Troopers,54.814377,Sony / Columbia,R,130,105.0,November,1997,0.0,85.82427266666666,0.0,0.0
301,Austin Powers: International Man of Mystery,53.883989,New Line,PG-13,100,16.5,May,1997,84.947564,0.0,0.0,0.0
302,Breakdown,50.159144,Paramount,R,93,36.0,May,1997,0.0,0.0,0.0,0.0
303,Volcano,49.323468,Fox,PG-13,104,90.0,April,1997,80.05960900000001,0.0,30.303071999999997,0.0
304,Speed 2: Cruise Control,48.608066,Fox,PG-13,121,160.0,June,1997,124.95966125,181.4848345,121.248145,0.0
305,Alien Resurrection,47.795658,Fox,R,109,75.0,November,1997,64.70467591666667,1.7386110000000001,180.54640933333332,0.0
306,Bean,45.319423,Gramercy,PG-13,90,18.0,October,1997,0.0,0.0,27.428493,0.0
307,Cop Land,44.862187,Miramax,R,105,15.0,August,1997,73.60838249999999,0.0,103.046663,0.0
308,Nothing to Lose,44.480039,Buena Vista,R,97,25.0,July,1997,87.10947,0.0,0.0,0.0
309,Amistad,44.229440999999994,DreamWorks,R,152,36.0,December,1997,148.94924706666666,192.49008600000002,269.0226171666667,0.0
310,Soul Food,43.700855,Fox,R,114,7.5,September,1997,57.504068999999994,0.0,0.0,0.0
311,The Devil's Own,42.868348,Sony / Columbia,R,111,90.0,March,1997,169.9875166666667,0.0,161.1696261,0.0
312,The Peacemaker,41.26314,DreamWorks,R,124,50.0,September,1997,111.99672100000001,0.0,25.052,0.0
313,Private Parts,41.230799,Paramount,R,108,28.0,March,1997,0.0,0.0,160.1062873333333,0.0
314,Jackie Brown,39.673162,Miramax,R,151,12.0,December,1997,183.16470275,107.928762,45.833416,0.0
315,For Richer or Poorer,31.642995000000003,Universal,PG-13,116,35.0,December,1997,144.833357,0.0,0.0,0.0
316,Home Alone 3,30.882515,Fox,PG,102,32.0,December,1997,0.0,0.0,102.39752466666668,0.0
317,An American Werewolf in Paris,26.570463,Buena Vista,R,98,25.0,December,1997,0.0,0.0,0.0,0.0
318,Boogie Nights,26.400640000000003,New Line,R,152,15.0,October,1997,281.5328373333333,0.0,200.74450976666665,0.0
319,Mimic,25.48049,Miramax,R,105,30.0,August,1997,0.0,0.0,0.0,0.0
320,Midnight in the Garden of Good & Evil,25.105255,Warner Bros.,R,155,35.0,November,1997,61.7336055,71.51661700000001,71.51661700000001,0.0
321,Mr. Magoo,21.437192,Buena Vista,PG,88,30.0,December,1997,55.007733333333334,0.0,0.0,0.0
322,The Postman,17.626234,Warner Bros.,R,177,80.0,December,1997,92.93070933333333,136.227534,325.879396,0.0
323,The Man Who Knew Too Little,13.717039000000002,Warner Bros.,PG,90,20.0,November,1997,2.832826,0.0,59.168494249999995,0.0
324,Turbulence,11.538235,MGM,R,101,55.0,January,1997,75.609945,0.0,102.314823,0.0
325,The Beautician and the Beast,11.486880000000001,Paramount,PG,107,16.0,February,1997,0.0,0.0,44.6523215,0.0
326,Leave It to Beaver,10.92506,Universal,PG,88,15.0,August,1997,0.0,0.0,32.206416499999996,0.0
327,Deconstructing Harry,10.686841000000001,Fine Line,R,93,20.0,December,1997,67.10670449999999,2.735731,0.0,0.0
328,Mad City,10.541523,Warner Bros.,PG-13,115,50.0,November,1997,123.60588,0.0,181.0753911666667,0.0
329,Kundun,5.684789,Buena Vista,PG-13,128,28.0,December,1997,0.0,32.25544,0.0,0.0
330,Steel,1.7109720000000002,Warner Bros.,PG-13,97,16.0,August,1997,0.0,0.0,0.0,0.0
331,Prefontaine,0.589304,Buena Vista,PG-13,106,8.0,January,1997,0.0,0.0,0.0,0.0
332,Commandments,0.548561,Gramercy,R,88,6.0,May,1997,87.63202949999999,0.0,160.1062873333333,0.0
333,Albino Alligator,0.339379,Miramax,R,94,6.0,January,1997,0.0,0.0,0.0,0.0
334,Welcome to Sarajevo,0.33431900000000003,Miramax,R,103,9.0,November,1997,53.11559199999999,0.0,0.0,0.0
335,Critical Care,0.22119299999999997,Artisan,R,107,12.0,October,1997,45.63349899999999,0.0,19.07572,0.0
336,Saving Private Ryan,216.540909,DreamWorks,R,170,70.0,July,1998,178.97455775,169.2209316,512.1776520416666,62.81875766666667
337,Armageddon,201.578182,Buena Vista,PG-13,144,140.0,July,1998,55.51194757142858,99.9382675,266.6199938333333,0.0
338,There's Something About Mary,176.484651,Fox,R,119,23.0,July,1998,155.6275335,127.175374,254.350748,0.0
339,A Bug's Life,162.798565,Buena Vista,G,96,120.0,November,1998,0.0,0.0,0.0,0.0
340,The Waterboy,161.491646,Buena Vista,PG-13,90,23.0,November,1998,336.19188399999996,0.0,25.112630999999997,0.0
341,Rush Hour,141.18686399999999,New Line,PG-13,97,33.0,September,1998,32.392047,0.0,83.18364583333334,0.0
342,Godzilla,136.314294,Sony / Columbia,PG-13,140,130.0,May,1998,186.54792799999998,306.16926800000005,306.16926800000005,0.0
343,Patch Adams,135.026902,Universal,PG-13,115,90.0,December,1998,253.493292,100.51570749999999,0.0,0.0
344,Lethal Weapon 4,130.444603,Warner Bros.,R,127,140.0,July,1998,378.425438,87.5172995,93.50660214285713,0.0
345,You've Got Mail,115.821495,Warner Bros.,PG,119,65.0,December,1998,313.76999858333335,126.680884,39.813269999999996,0.0
346,Enemy of the State,111.54983600000001,Buena Vista,R,131,90.0,November,1998,388.5374663333333,0.0,100.33136933333333,0.0
347,The Prince of Egypt,101.413188,DreamWorks,PG,99,70.0,December,1998,297.441298,0.0,0.0,0.0
348,The Rugrats Movie,100.494675,Paramount,G,81,24.0,November,1998,0.0,0.0,0.0,0.0
349,Shakespeare in Love,100.31779399999999,Miramax,R,123,25.0,December,1998,178.80206800000002,0.0,0.0,0.0
350,The Mask of Zorro,94.095523,Sony / Columbia,PG-13,137,95.0,July,1998,95.77593719999999,0.0,140.733554375,0.0
351,Stepmom,91.137662,Sony / Columbia,PG-13,125,50.0,December,1998,193.06554800000004,252.47824300000002,60.592389000000004,0.0
352,Antz,90.757863,DreamWorks,PG,84,105.0,October,1998,6.711286,0.0,0.0,0.0
353,The Wedding Singer,80.245725,New Line,PG-13,110,18.0,February,1998,156.6938315,0.0,74.64482799999999,0.0
354,Star Trek: Insurrection,70.187658,Paramount,PG,103,58.0,December,1998,75.671125,0.0,0.0,0.0
355,Lost in Space,69.11762900000001,New Line,PG-13,130,80.0,April,1998,138.90330133333333,0.0,37.692848857142856,0.0
356,Ever After: A Cinderella Story,65.705771,Fox,PG-13,121,26.0,July,1998,103.046663,0.0,0.0,0.0
357,A Civil Action,56.709981000000006,Buena Vista,PG-13,115,75.0,December,1998,143.88917058333334,0.0,64.35316399999999,0.0
358,Snake Eyes,55.591409,Paramount,R,98,73.0,August,1998,77.034927,77.87379,0.0,0.0
359,What Dreams May Come,55.382927,PolyGram,PG-13,114,85.0,October,1998,359.827339,0.0,116.962598,0.0
360,Halloween: H20,55.041738,Dimension Films,R,86,17.0,August,1998,146.282411,0.0,0.0,0.0
361,Mighty Joe Young,50.632037,Buena Vista,PG,114,90.0,December,1998,0.0,124.033791,14.587732,0.0
362,Practical Magic,46.683377,Warner Bros.,PG-13,104,75.0,October,1998,158.04608666666667,0.0,72.934257,0.0
363,Meet Joe Black,44.6191,Universal,PG-13,181,90.0,November,1998,116.41241053333334,0.0,0.0,0.0
364,The Siege,40.981289000000004,Fox,R,116,70.0,November,1998,120.60205657142858,0.0,113.80060650000001,0.0
365,Pleasantville,40.584421,New Line,PG-13,124,60.0,October,1998,137.63529683333334,0.0,74.15398785714285,0.0
366,The Faculty,40.283321,Miramax,R,117,15.0,December,1998,7.182747,25.836616,0.0,0.0
367,I Still Know What You Did Last Summer,40.002112,Sony / Columbia,R,100,65.0,November,1998,89.17982749999999,0.0,49.323468,0.0
368,Primary Colors,39.001187,Universal,R,144,65.0,March,1998,392.26213924999996,0.0,0.0,0.0
369,Urban Legend,38.072438,Sony / Columbia,R,100,14.0,September,1998,0.0,0.0,49.323468,0.0
370,How Stella Got Her Groove Back,37.672940999999994,Fox,R,124,20.0,August,1998,7.959291,0.0,0.0,0.0
371,Sphere,37.020277,Warner Bros.,PG-13,152,80.0,February,1998,283.20691941666666,43.399046,43.399046,0.0
372,The Thin Red Line,36.400490999999995,Fox,R,170,52.0,December,1998,151.76891849999998,0.0,0.0,62.81875766666667
373,Jack Frost,34.562556,Warner Bros.,PG,102,85.0,December,1998,75.01806599999999,0.0,100.6540305,0.0
374,Bride of Chucky,32.38385,Universal,R,89,25.0,October,1998,0.0,0.0,0.0,0.0
375,Paulie,26.875268,DreamWorks,PG,92,23.0,April,1998,0.0,0.0,196.17697533333333,0.0
376,The Avengers (1998),23.384939000000003,Warner Bros.,PG-13,90,60.0,August,1998,258.3126271666667,0.0,0.0,0.0
377,Beloved,22.852487,Buena Vista,R,172,80.0,October,1998,144.731527,104.094681,104.094681,0.0
378,Psycho (1998),21.456129999999998,Universal,R,100,60.0,December,1998,364.29946613333334,0.0,69.97401,0.0
379,John Carpenter's Vampires,20.308772,Sony / Columbia,R,108,20.0,October,1998,0.0,8.924549,0.0,0.0
380,Mafia!,19.889298999999998,Buena Vista,PG-13,83,10.0,July,1998,0.0,69.467617,41.836967333333334,0.0
381,Hard Rain,19.870567,Paramount,R,110,70.0,January,1998,364.47537450000004,0.0,250.19595266666667,0.0
382,Babe: Pig in the City,18.319860000000002,Universal,G,90,90.0,November,1998,0.0,0.0,0.0,0.0
383,Rushmore,17.105219,Buena Vista,R,90,9.0,December,1998,74.244912,0.5600689999999999,0.0,0.0
384,Twilight (1998),15.055091000000001,Paramount,R,96,37.0,March,1998,52.900134,15.565363,64.35316399999999,0.0
385,Soldier,14.594226,Warner Bros.,R,99,60.0,October,1998,50.159144,0.0,0.0,0.0
386,Living Out Loud,12.905901,New Line,R,102,20.0,October,1998,114.145962,0.0,141.388178,0.0
387,I'll Be Home for Christmas,12.214338,Buena Vista,PG,86,30.0,November,1998,0.0,0.0,105.26325700000001,0.0
388,Holy Man,12.069719000000001,Buena Vista,PG,114,60.0,October,1998,377.93508966666667,0.0,135.19617933333333,0.0
389,Sliding Doors,11.841544,Miramax,PG-13,99,6.0,April,1998,100.12564300000001,0.0,31.45761,0.0
390,Fear and Loathing in Las Vegas,10.680275,Universal,R,118,18.5,May,1998,29.8152735,0.0,0.0,0.0
391,Home Fries,10.459961,Warner Bros.,PG-13,93,35.0,November,1998,103.606732,0.0,156.755265,0.0
392,Very Bad Things,9.898411999999999,PolyGram,R,100,30.0,November,1998,123.5293795,0.0,116.962598,0.0
393,The Red Violin,9.495408,Lions Gate,R,130,18.0,November,1998,70.26550875,0.0,0.0,0.0
394,Ringmaster,9.257103,Artisan,R,90,20.0,November,1998,0.0,0.0,0.0,0.0
395,Firestorm,8.165212,Fox,R,89,19.0,January,1998,0.0,0.0,11.534477,0.0
396,American History X,6.719864,New Line,R,127,20.0,October,1998,0.0,0.0,164.61563052380953,0.0
397,Gods and Monsters,6.4516279999999995,Lions Gate,R,105,10.0,November,1998,109.26919800000002,0.0,0.0,0.0
398,Affliction,6.3300540000000005,Lions Gate,R,115,6.0,December,1998,65.68645074999999,0.0,0.0,0.0
399,Hurlyburly,1.798862,Fine Line,R,123,15.0,December,1998,138.82849266666668,0.0,0.0,0.0
400,Lolita (1998),1.0712549999999998,Samuel Goldwyn,R,137,62.0,July,1998,156.52254141666666,0.0,0.0,0.0
401,Without Limits,0.777423,Warner Bros.,PG-13,117,25.0,September,1998,55.4336755,0.0,361.963712,0.0
402,Monument Ave.,0.33376,Lions Gate,R,93,11.0,September,1998,0.0,0.0,0.0,0.0
403,Wide Awake,0.282175,Miramax,PG,88,6.0,March,1998,0.0,0.0,83.090717,0.0
404,Nil by Mouth,0.26613000000000003,Sony Classics,R,128,9.0,February,1998,0.0,0.0,0.0,0.0
405,Lawn Dogs,0.106404,Strand,R,101,8.0,May,1998,0.0,0.0,0.0,0.0
406,Savior,0.014328,Lions Gate,R,104,10.0,November,1998,25.052,0.0,0.0,0.0
407,Star Wars: Episode I - The Phantom Menace,431.088295,Fox,PG,133,115.0,May,1999,53.5791635,0.0,197.171806,0.0
408,The Sixth Sense,293.506292,Buena Vista,PG-13,107,40.0,August,1999,83.92660599999999,0.282175,309.16984483333334,0.0
409,Toy Story 2,245.852179,Buena Vista,G,92,90.0,November,1999,261.47502140000006,162.798565,0.0,0.0
410,Austin Powers: The Spy Who Shagged Me,206.040086,New Line,PG-13,95,33.0,June,1999,104.924886,53.883989,38.0271856,0.0
411,The Matrix,171.47993,Warner Bros.,R,136,63.0,March,1999,54.29106766666666,0.0,69.980066,0.0
412,Tarzan,171.091819,Buena Vista,G,88,130.0,June,1999,0.0,0.0,0.0,0.0
413,Big Daddy,163.479795,Sony / Columbia,PG-13,93,34.2,June,1999,172.437525,38.824099,345.77538430000004,0.0
414,The Mummy,155.38548799999998,Universal,PG-13,124,80.0,May,1999,55.857442500000005,0.0,0.0,0.0
415,Runaway Bride,152.257509,Paramount,PG,116,70.0,July,1999,131.38036333333335,0.0,91.12196850000001,0.0
416,Stuart Little,140.03536699999998,Sony / Columbia,PG,84,133.0,December,1999,0.0,312.85556099999997,0.0,0.0
417,The Green Mile,136.801374,Warner Bros.,R,188,60.0,December,1999,502.13535190000005,28.341469,56.926529,0.0
418,American Beauty,130.096601,DreamWorks,R,122,15.0,September,1999,67.21992350000001,0.0,0.0,0.0
419,The World Is Not Enough,126.943684,MGM,PG-13,128,135.0,November,1999,256.66413666666665,0.0,0.0,0.0
420,Double Jeopardy,116.74155800000001,Paramount,R,105,70.0,September,1999,168.5664398,0.0,0.0,0.0
421,Notting Hill,116.089678,Universal,PG-13,124,42.0,May,1999,80.45602433333335,0.0,48.49861066666667,0.0
422,Wild Wild West,113.804681,Warner Bros.,PG-13,107,170.0,June,1999,286.60493775,125.11307833333335,143.23727133333333,56.075761666666665
423,Analyze This,106.885658,Warner Bros.,R,103,80.0,March,1999,43.211380166666665,0.0,0.0,0.0
424,The General's Daughter,102.70585200000001,Paramount,R,117,95.0,June,1999,55.03207816666667,101.117573,0.0,0.0
425,American Pie,102.561004,Universal,R,95,11.0,July,1999,0.0,0.0,0.0,0.0
426,Sleepy Hollow,101.071502,Paramount,R,105,100.0,November,1999,23.586336000000003,84.3595775,54.86295466666667,0.0
427,Inspector Gadget,97.403112,Buena Vista,PG,78,90.0,July,1999,196.37343133333331,0.0,238.05559419999997,0.0
428,The Haunting,91.411151,DreamWorks,PG-13,113,80.0,July,1999,148.2347555,137.19257833333333,134.615776,0.0
429,Entrapment,87.704396,Fox,PG-13,113,66.0,April,1999,172.822748,0.0,50.0782032,0.0
430,Pokemon: The First Movie,85.744662,Warner Bros.,G,96,30.0,November,1999,0.0,0.0,0.0,0.0
431,Payback,81.52612099999999,Paramount,R,101,90.0,February,1999,103.027274,0.0,0.0,0.0
432,The Talented Mr. Ripley,81.298265,Paramount,R,139,40.0,December,1999,347.8382018333333,78.676425,24.918921333333333,0.0
433,Any Given Sunday,75.53083199999999,Warner Bros.,R,157,55.0,December,1999,157.8419415,23.27649333333333,110.81337549999999,0.0
434,Deep Blue Sea,73.648142,Warner Bros.,R,105,60.0,July,1999,54.61061466666666,42.504715,69.11762900000001,0.0
435,Galaxy Quest,71.583916,DreamWorks,PG,102,45.0,December,1999,124.88682600000001,10.459961,7.121482,0.0
436,The Thomas Crown Affair,69.305181,MGM,R,113,48.0,August,1999,217.9116786666667,65.17656333333333,78.62353900000001,0.0
437,Blue Streak,68.51853299999999,Sony / Columbia,PG-13,94,65.0,September,1999,60.6535465,0.0,61.102543,0.0
438,End of Days,66.889043,Universal,R,121,100.0,November,1999,83.712551,0.0,172.956409,0.0
439,The Bone Collector,66.51865500000001,Universal,R,118,73.0,November,1999,159.837339,102.769652,0.0,0.0
440,Bowfinger,66.384775,Universal,PG-13,97,55.0,August,1999,61.166216666666664,63.856929,63.04288428571429,0.0
441,Deuce Bigalow: Male Gigolo,65.53875500000001,Buena Vista,R,88,17.0,December,1999,34.693481,0.0,282.36033150000003,0.0
442,Life,63.886029,Universal,R,109,80.0,April,1999,116.30974816666665,0.0,63.04288428571429,0.0
443,She's All That,63.366989000000004,Miramax,PG-13,95,10.0,January,1999,154.3666235,0.0,0.0,0.0
444,Three Kings,60.652035999999995,Warner Bros.,R,114,75.0,October,1999,84.54229033333334,0.0,0.0,70.18905442857144
445,Bicentennial Man,58.223861,Buena Vista,PG,131,100.0,December,1999,95.03677666666668,155.1664525,81.984957,0.0
446,The Cider House Rules,57.545092000000004,Miramax,PG-13,125,24.0,December,1999,129.806916,0.0,0.0,0.0
447,Eyes Wide Shut,55.691207999999996,Warner Bros.,R,159,65.0,July,1999,237.39222833333332,0.0,0.0,0.0
448,Never Been Kissed,55.474756000000006,Fox,PG-13,107,25.0,April,1999,64.86453,30.882515,0.0,0.0
449,Varsity Blues,52.89416899999999,Paramount,R,104,16.0,January,1999,146.265846,0.0,0.0,0.0
450,Forces of Nature,52.888180000000006,DreamWorks,PG-13,105,75.0,March,1999,210.67325300000002,0.0,152.44256860000002,0.0
451,Message in a Bottle,52.880016000000005,Warner Bros.,PG-13,131,80.0,February,1999,52.57728916666666,0.0,186.2572494,0.0
452,"South Park - Bigger, Longer and Uncut",52.037603000000004,Paramount,R,80,21.0,June,1999,0.0,0.0,54.86295466666667,0.0
453,The Hurricane,50.699241,Universal,R,146,50.0,December,1999,116.18414466666667,0.0,172.956409,0.0
454,Stigmata,50.046268,MGM,R,102,29.0,September,1999,93.74803399999999,0.0,0.0,0.0
455,House on Haunted Hill,40.846082,Warner Bros.,R,95,37.0,October,1999,120.62633449999998,0.0,69.980066,0.0
456,Anna and the King,39.26342,Fox,PG-13,148,92.0,December,1999,100.92032900000001,65.705771,44.2933525,0.0
457,Cruel Intentions,38.328567,Sony / Columbia,R,97,10.5,March,1999,129.18305700000002,0.0,42.466006,0.0
458,10 Things I Hate About You,38.178166,Buena Vista,PG-13,97,30.0,March,1999,55.041738,0.0,87.137434,0.0
459,Fight Club,37.030102,Fox,R,139,63.0,October,1999,101.94558475,77.799594,50.0782032,0.0
460,My Favorite Martian,36.850101,Buena Vista,PG,80,65.0,February,1999,0.0,0.0,0.0,0.0
461,8MM,36.663315000000004,Sony / Columbia,R,124,40.0,February,1999,97.59878699999999,145.6781535,0.0,0.0
462,For Love of the Game,35.18864,Universal,PG-13,137,80.0,September,1999,204.99625816666665,18.636537,172.956409,0.0
463,Man on the Moon,34.60743,Universal,R,119,82.0,December,1999,181.6609377333333,0.0,102.86271933333335,0.0
464,Instinct,34.105207,Buena Vista,R,126,80.0,June,1999,232.03682716666668,74.9566395,0.0,0.0
